company_id	company_name	company_type	drug_id	name	phase_highest	indications	technologies	therapy_areas	termination_phase
1096979	Recursion Pharmaceuticals	ancestor	93342	repurposed therapeutics (juvenile osteoporosis), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Musculoskeletal']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	93340	RPS10 gene modulator (diamond blackfan anemia), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Hematologic']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	93338	repurposed therapeutics (Rett syndrome), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	53085	REC-2282	Phase 3 Clinical	['Neurofibromatosis type II']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1096979	Recursion Pharmaceuticals	ancestor	122828	REC-65075	No Development Reported	[]	['Small molecule therapeutic']	['Cardiovascular']	Preclinical
1096979	Recursion Pharmaceuticals	ancestor	12032	ruboxistaurin	Discontinued	[]	['CNS formulation', 'Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Neurology/Psychiatric', 'Genitourinary/Sexual Function', 'Endocrine/Metabolic', 'Ocular', 'Cardiovascular']	Pre-registration
1096979	Recursion Pharmaceuticals	ancestor	110545	REC-0000067	No Development Reported	[]	['Small molecule therapeutic']	['Endocrine/Metabolic']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106649	RPS6KA3 gene modulator (Coffin-Lowry syndrome), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Other/Miscellaneous']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106648	KMT2D gene modulator (Kabuki syndrome), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Other/Miscellaneous']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106647	repurposed therapeutics (Limb-Girdle muscular dystrophy), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Musculoskeletal']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106646	SMN1 gene modulator (X-linked infantile spinal muscular atrophy), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106644	STK11 gene modulator (Peutz-Jeghers syndrome), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Gastrointestinal']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106642	repurposed therapeutics (metachromatic leukodystrophy), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106640	SMN1 gene modulators (spinal muscular atrophy), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1096979	Recursion Pharmaceuticals	ancestor	106639	ATM serine/threonine kinase gene modulators (ataxia telangiectasia), Recursion	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1129791	Relay Therapeutics	ancestor	165487	ER-alpha degrader (breast cancer), Relay Therapeutics/EQRx	Preclinical	['Metastatic breast cancer']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	147557	RLY-2139	Preclinical	['Breast tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	146209	RLY-5836	Phase 1 Clinical	['Advanced solid tumor', 'Breast tumor', 'Metastatic breast cancer']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	131581	genetic diseases program, Relay Therapeutics	Preclinical	['Genetic disorder']	['Small molecule therapeutic']	['Other/Miscellaneous']	
1129791	Relay Therapeutics	ancestor	129881	RLY-2608	Phase 1 Clinical	['Advanced solid tumor', 'Metastatic breast cancer', 'Metastatic head and neck cancer', 'Metastatic ovary cancer', 'Squamous cell carcinoma', 'Uterine cervix tumor']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	124982	lirafugratinib hydrochloride	Phase 2 Clinical	['Advanced solid tumor', 'Cholangiocarcinoma', 'Endometrioid carcinoma', 'Metastatic breast cancer', 'Metastatic stomach cancer']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	121727	RLY-1971	Phase 1 Clinical	['Advanced solid tumor', 'Metastatic colorectal cancer', 'Metastatic non small cell lung cancer']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Cancer']	
1129791	Relay Therapeutics	ancestor	114090	RTX-2	Discovery	['Cholangiocarcinoma']	['Small molecule therapeutic']	['Cancer']	
1129791	Relay Therapeutics	ancestor	118700	STING antagonists (undisclosed indication), Merck/Celgene/Relay Therapeutics	No Development Reported	[]	['Small molecule therapeutic']	['Unknown']	Preclinical
1023065	Schrödinger	ancestor	163383	AJ1-10502	Preclinical	['Myeloproliferative disorder']	['Small molecule therapeutic']	['Hematologic']	
1023065	Schrödinger	ancestor	160423	LRRK2 inhibitor (neurodegenerative diseases/parkinson disease), Schrodinger	Discovery	['Neurodegenerative disease', 'Parkinsons disease']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1023065	Schrödinger	ancestor	148677	D-amino acid oxidase inhibitors (schizophrenia), Charles River/Schrodinger	Preclinical	['Schizophrenia']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1023065	Schrödinger	ancestor	142334	SOS1 / KRAS (KRAS -driven cancer), Schrondinger	Preclinical	['Adrenal gland tumor']	['Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	142069	Undisclosed therapeutic (cancer),Schrödinger LLC/Bristol-Myers Squibb Co	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	140266	HIF-2a modulator (renal cell carcinoma), Schrödinger/Bristol-Myers Squibb	Discovery	['Renal cell carcinoma']	['Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	136728	4’-phosphopantetheinyl transferase inhibitors (mycobacterium tuberculosis infection), Weill Cornell Medicine/University of North Carolina at Chapel Hill/Texas A&M University/Evotec/Schrodinger	Preclinical	['Mycobacterium tuberculosis infection']	['Antibiotic', 'Small molecule therapeutic']	['Infection']	
1023065	Schrödinger	ancestor	136450	SGR-3515	Preclinical	['Gynecological disorder', 'Solid tumor']	['Small molecule therapeutic']	['Cancer', 'Genitourinary/Sexual Function']	
1023065	Schrödinger	ancestor	132234	USP7 inhibitors (acute myeloid leukemia/multiple myeloma), Schrodinger/WuXi AppTec	Preclinical	['Acute myelogenous leukemia', 'Multiple myeloma']	['Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	128326	SGR-1505	Phase 1 Clinical	['B-cell lymphoma', 'Burkitts lymphoma', 'Chronic lymphocytic leukemia', 'Diffuse large B-cell lymphoma', 'Follicle center lymphoma', 'High grade B-cell lymphoma', 'Lymphoplasmacytic lymphoma', 'Mantle cell lymphoma', 'Marginal zone B-cell lymphoma', 'Non-Hodgkin lymphoma', 'Primary mediastinal large B-cell lymphoma', 'Splenic marginal zone lymphoma']	['Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	126225	SDGR-1	Phase 1 Clinical	['Acute myelogenous leukemia', 'Adenocarcinoma', 'Advanced solid tumor', 'Esophagus tumor', 'Hematological neoplasm', 'Lung tumor', 'Metastatic brain cancer', 'Metastatic non small cell lung cancer', 'Myelodysplastic syndrome', 'Solid tumor']	['CNS formulation', 'Oral formulation', 'Small molecule therapeutic']	['Cancer']	
1023065	Schrödinger	ancestor	115799	XPC-6444	Preclinical	['Epilepsy', 'Seizure disorder']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1023065	Schrödinger	ancestor	113866	Hsp 90 inhibitors (fungal infection), Bright Angel/ Schrödinger	Discovery	['Fungal infection']	['Small molecule therapeutic']	['Infection']	
1023065	Schrödinger	ancestor	94868	TAK-279	Phase 2 Clinical	['Psoriasis', 'Psoriatic arthritis']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Cancer', 'Dermatologic', 'Immune', 'Inflammatory']	
1023065	Schrödinger	ancestor	94740	falcipain-2 and 3 inhibitors (malaria), University of Mississippi/University of California/Loma Linda University/Schrodinger Inc	No Development Reported	[]	['Small molecule therapeutic']	['Infection']	Discovery
1023065	Schrödinger	ancestor	92796	PDGFR-beta inhibitors (cancer), Schrodinger/ProQinase	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1023065	Schrödinger	ancestor	70979	p53-MDM2 protein interaction inhibitors (cancer), The Lee Moffitt Cancer Center and Research Institute	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Discovery
1023065	Schrödinger	ancestor	69178	protein kinase G inhibitors (pain), Schrodinger/Columbia University	No Development Reported	[]	['Small molecule therapeutic']	['Neurology/Psychiatric']	Discovery
1023065	Schrödinger	ancestor	112424	CSF-1R inhibitors (cancer), Integral BioSciences/Medivation Inc/Fundacion Ciencia Para La Vida/Schrodinger Inc	No Development Reported	[]	['Small molecule therapeutic']	['Cancer']	Preclinical
1114113	XTAL BioStructures	subsidiary	119928	PHGDH inhibitors (cancer), Takeda Pharmaceutical/Xtal Biostructures	Discovery	['Cancer']	['Small molecule therapeutic']	['Cancer']	
1161011	Standigm	ancestor	168464	DNAJB1-PRKACA inhibitors (hepatocellular carcinoma), Standigm	Preclinical	['Hepatocellular carcinoma']	['Small molecule therapeutic']	['Cancer']	
1161011	Standigm	ancestor	126130	repurposed drug candidates (NASH), Standigm	Preclinical	['Non-alcoholic steatohepatitis']	['Small molecule therapeutic']	['Gastrointestinal']	
1161011	Standigm	ancestor	123719	LRRK2 inhibitors (Parkinson’s disease), Standigm	Preclinical	['Parkinsons disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	162863	Parkinson's disease program 2, Verge Genomics	Discovery	['Parkinsons disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	162847	Parkinson's disease program 3, Verge Genomics	Discovery	['Parkinsons disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	160844	progressive supranuclear palsy program, Verge Genomics	Discovery	['Progressive supranuclear palsy']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	160843	undisclosed drug target schizophrenia program, Verge Genomics	Discovery	['Schizophrenia']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124765	dementia program (Lewy body dementia/corticobasal degeneration/Pick's disease), Verge Genomics	Discovery	['Dementia', 'Lewy body dementia']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124762	frontotemporal dementia therapy, Verge Genomics	Discovery	['Frontotemporal dementia']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124761	Parkinson's disease program 1, Verge Genomics	Discovery	['Parkinsons disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124760	amyotrophic lateral sclerosis therapy, Verge Genomics/ Eli Lilly	Discovery	['Motor neurone disease']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124758	VRG-50635	Phase 1 Clinical	['Motor neurone disease']	['Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric']	
1146473	Verge Genomics	ancestor	124757	PIKfyve inhibitors (oral, COVID19), Verge Genomics	Preclinical	['Coronavirus disease 19 infection']	['Oral formulation', 'Small molecule therapeutic']	['Infection']	
1212881	Alto Neuroscience	ancestor	52605	rislenemdaz	Phase 2 Clinical	['Major depressive disorder', 'Post traumatic stress disorder']	['Capsule formulation', 'Oral formulation', 'Small molecule therapeutic']	['Neurology/Psychiatric', 'Cardiovascular']	
1212881	Alto Neuroscience	ancestor	170285	dopamine pathway modulator (drug combination, neuropsychiatric/ neurodegenerative disease), Alto Neuroscience	Phase 1 Clinical	['Neurodegenerative disease', 'Psychiatric disorder']	['Drug combination', 'Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	166003	100's series novel combination (neurological disorder/psychiatric disorder), Alto neurosciences	Phase 1 Clinical	['Neurological disease', 'Psychiatric disorder']	['Drug combination', 'Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	165787	ALTO-101	Phase 1 Clinical	['Neurodegenerative disease', 'Psychiatric disorder']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	165786	ALTO-203	Phase 1 Clinical	['Neurodegenerative disease', 'Psychiatric disorder']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	162903	ALTO-104	Phase 1 Clinical	['Psychiatric disorder']	['Small molecule therapeutic', 'Systemic formulation unspecified']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	162063	ALTO-103	Phase 1 Clinical	['Psychiatric disorder']	['Small molecule therapeutic']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	154323	ALTO-102	Discovery	['Unidentified indication']	['Small molecule therapeutic']	['Unknown']	
1212881	Alto Neuroscience	ancestor	146642	ALTO-300	Phase 2 Clinical	['Major depressive disorder']	['Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Neurology/Psychiatric']	
1212881	Alto Neuroscience	ancestor	146273	ALTO-100	Phase 2 Clinical	['Major depressive disorder', 'Post traumatic stress disorder']	['Oral formulation', 'Small molecule therapeutic', 'Tablet formulation']	['Neurology/Psychiatric']	
1248993	MindRank AI	ancestor	151217	MDR-001	Preclinical	['Diabetes mellitus', 'Metabolic disorder', 'Obesity', 'Weight loss']	['Oral formulation', 'Small molecule therapeutic']	['Other/Miscellaneous', 'Endocrine/Metabolic']	
1010930	Prometheus Biosciences	ancestor	147661	PRA-052	Phase 1 Clinical	['Inflammatory bowel disease', 'Ulcerative colitis']	['Biological therapeutic', 'Intravenous formulation', 'Monoclonal antibody human', 'Subcutaneous formulation']	['Gastrointestinal']	
1010930	Prometheus Biosciences	ancestor	134284	PR-1800	No Development Reported	[]	['Biological therapeutic', 'Monoclonal antibody', 'Parenteral formulation unspecified']	['Gastrointestinal']	Discovery
1010930	Prometheus Biosciences	ancestor	134106	PR-1100	Preclinical	['Inflammatory bowel disease']	['Biological therapeutic', 'Monoclonal antibody']	['Gastrointestinal']	
1010930	Prometheus Biosciences	ancestor	133824	PR-2100	Preclinical	['Inflammatory bowel disease']	['Biological therapeutic', 'Monoclonal antibody']	['Gastrointestinal']	
1010930	Prometheus Biosciences	ancestor	129305	TPR-15	No Development Reported	[]	['Biological therapeutic', 'Monoclonal antibody']	['Gastrointestinal']	Discovery
1010930	Prometheus Biosciences	ancestor	129304	PR-300	Discovery	['Inflammatory bowel disease']	['Small molecule therapeutic']	['Gastrointestinal']	
1010930	Prometheus Biosciences	ancestor	128388	PRA-023	Phase 2 Clinical	['Crohns disease', 'Inflammatory bowel disease', 'Scleroderma-associated interstitial lung disease', 'Ulcerative colitis']	['Biological therapeutic', 'Infusion', 'Intravenous formulation', 'Monoclonal antibody', 'Monoclonal antibody humanized', 'Subcutaneous formulation']	['Gastrointestinal', 'Respiratory']	
1010930	Prometheus Biosciences	ancestor	126324	PR-600	Preclinical	['Crohns disease', 'Inflammatory bowel disease', 'Ulcerative colitis']	['Biological therapeutic', 'Monoclonal antibody']	['Gastrointestinal']	
